no,match_id,leagueid,radiant.team_id,radiant.name,radiant.tag,radiant.logo_url,dire.team_id,dire.name,dire.tag,dire.logo_url,data_year
13076,5514879040,12214,8058269,Clown City,CC,https://steamusercontent-a.akamaihd.net/ugc/1338082799228400637/420D6223667D8F44081C7F794395215C08061B08/,8056818,AsHab Kahaf,[AK],https://steamusercontent-a.akamaihd.net/ugc/1339208550273643965/47FD63E7EA634EF38D39A0F11A882A76ED245504/,2020
7234,7074717316,14659,8629327,Sworn Die,Sd,https://steamusercontent-a.akamaihd.net/ugc/1893228189115135367/7B3DB4DB3D54C15F2647A719B02F0584344C7B55/,8629318,Mad Monkeys,Mm,https://steamusercontent-a.akamaihd.net/ugc/2030594623051270091/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/,2023
8870,7668082405,16312,9332084,Lighting Legends,LL,https://steamusercontent-a.akamaihd.net/ugc/2350384442452246246/78AD251D0688D17927FD7C7A4F40CB11A30F50BF/,9018528,Crew X,CrX,https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/,2024
17938,5652180880,12459,7408845,Execration,XctN,https://steamusercontent-a.akamaihd.net/ugc/1479947126466883706/805E24B193B5C67C2B505C8808AD7E56DA302273/,7732977,BOOM Esports,BOOM,https://steamusercontent-a.akamaihd.net/ugc/768365068750604173/EF3216F4B02A0DA2327AC3190A369349C7BF3A24/,2020
9696,5436315836,11999,7848119,NOVA,NOVA,https://steamusercontent-a.akamaihd.net/ugc/1752439086839908677/C76FBD251979907C67434EFA21D93288ACD63F03/,6409189,Team Empire Hope,EmpireH,https://steamusercontent-a.akamaihd.net/ugc/788624714192129581/94E7F21983B7BB2007C0273EB9A447386433DB36/,2020
8212,7092319074,15136,9017672,NoLimitsGaming,NLG,https://steamusercontent-a.akamaihd.net/ugc/2015962364022026828/0F38BAE7D98F76EDC33820453FEC20EDBD7E0842/,8686786,Ravens,Ravens,https://steamusercontent-a.akamaihd.net/ugc/1827904737028788458/3C13F25AEFBE885A67EE515D055CCE87B3CD4ECF/,2023
12880,5509676631,12170,5109000,ReckoninG Esports,R|G.,https://steamusercontent-a.akamaihd.net/ugc/1500215227032800017/3E0EB5B644703893F84361483F0EF894D2A10CF6/,7849151,CR,CR,,2020
5470,6512406793,14051,8260983,TSM,TSM,https://steamusercontent-a.akamaihd.net/ugc/1996813186806561034/BC39F0DC131EDC7D7D8A9DCE4933B4A8B0966004/,7819028,4 Zoomers,4Zs,https://steamusercontent-a.akamaihd.net/ugc/1602673819877727289/A7BCAD59945257F51E702AEB9CD376A2D186C8B1/,2022
111,7519940441,15901,9270745,Elite Eclipse,EE,https://steamusercontent-a.akamaihd.net/ugc/2307594539199380450/B6552232247E395A06E70B98FFE372954ED7A3C1/,9225431,TEIKO,,https://steamusercontent-a.akamaihd.net/ugc/2130824444498259213/3FF228A7F7409318EEC092C18C14AF690A009B35/,2024
16495,7234670117,15537,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2023
23718,7376293521,15716,8629327,Sworn Die,Sd,https://steamusercontent-a.akamaihd.net/ugc/1893228189115135367/7B3DB4DB3D54C15F2647A719B02F0584344C7B55/,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,2023
10717,6180559942,13442,8469455,DEEP RAVAGE,DR,https://steamusercontent-a.akamaihd.net/ugc/1707410463457648143/58CBD89C985483CDA068FA7A9CFDBA40A81FB245/,8526136,Hardcore Ninja,HN,https://steamusercontent-a.akamaihd.net/ugc/1699535210001789843/E98A37E3E707B5ED866213EDBF438C64CDF04FAA/,2021
17462,6769990115,14552,8604954,DogChamp,Dog,https://steamusercontent-a.akamaihd.net/ugc/1858313783662516620/B9EF259EF8A8EFC97D5F3FDF5D003087F2584029/,8205424,The Cut,TC,https://steamusercontent-a.akamaihd.net/ugc/1647718150508756948/90879B998647BD093E090BA3A03C501778A8BBFC/,2022
16224,5601499135,12245,1838315,Team Secret,Secret,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/1838315.png,2586976,OG,OG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2586976.png,2020
14663,7206224458,15257,8970060,Moonwalkers,MW,https://steamusercontent-a.akamaihd.net/ugc/2029468089264423859/85E899F41FAB04B80B2041B13237C4CA56BE48CF/,8957156,Silent killer,sK,https://steamusercontent-a.akamaihd.net/ugc/5085158533690852941/5CFD49C25A35151C036A8B2A05CD44D06CB73853/,2023
17781,5649129043,11382,7467638,Team Rockets,,https://steamusercontent-a.akamaihd.net/ugc/764974771702063556/BB17069ED4F65C064E7912C8AAA4EF67EB2F480D/,7819879,FIVE Brothers,,,2020
1636,6981832019,14659,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/1898855551945525392/1DB70894416C865659F1417EC6330B6DE78470F9/,2023
14813,7208503084,15439,8255756,Evil Geniuses,EG,https://steamusercontent-a.akamaihd.net/ugc/1983302387907692940/BAA861E234E1BA39D75DF4CB814A5B76D020BED7/,7422789,9Pandas,9Pandas,https://steamusercontent-a.akamaihd.net/ugc/2051995054798077075/215B4406507A2E6FD64172231CB8771D35FC83B1/,2023
11732,7158289204,15109,8936507,FenixTeam,FT,https://steamusercontent-a.akamaihd.net/ugc/5063766435541618273/369B45B6067BA807581F7C454D69D02416456FD7/,9018528,Crew X,CrX,https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/,2023
2559,7554006423,16140,5014799,Nemiga Gaming,Nemiga,https://steamusercontent-a.akamaihd.net/ugc/1761446291384253796/DDD9E9CE3AC50467578944F685C4BD84ED0285B7/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
25635,7427202428,15899,9231328,INVADERS,INV,https://steamusercontent-a.akamaihd.net/ugc/2093670381028629268/E549FFF0ED2084E869F1C00ACBB4487F1B7BBD4D/,2672298,NoPing Esports,NOPING,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2672298.png,2023
10757,7136935459,15109,8893840,Big Bang Gaming,BB,https://steamusercontent-a.akamaihd.net/ugc/2002446038663534808/B2F33387BA6420EF613A6A80085DA457BF81CA75/,8893837,Parallel eSports,PeS,https://steamusercontent-a.akamaihd.net/ugc/1999066441861408614/71D1E68ECD1B5567B1E56F93F8511DB66D829C93/,2023
4094,5304332868,11668,7405066,Vampire Gaming,,https://steamusercontent-a.akamaihd.net/ugc/777357465302429517/0FA9E415C120E60AB2270A76D5C3A8F49CCDE486/,7423567,Team Honor,,https://steamusercontent-a.akamaihd.net/ugc/768354632311582445/4F612E03D2D267403749C5935485337E5370E49D/,2020
3810,7573242905,16059,2443375,Foxy gaming,Foxy,https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2017088992310291098/09843295840179839F2FAF5870B9CBAC09E19911/,2024
2193,5839052971,12780,8261148,HOYO,hoYo,https://steamusercontent-a.akamaihd.net/ugc/1763690060402901225/9838CE8FD23024BFBA676201903B4531F93FD1C6/,7653080,Yangon Galacticos,YG,https://steamusercontent-a.akamaihd.net/ugc/1772699046724205365/4B26D0595EF6D331640462985C7C6E01E1BA63AD/,2021
16301,7231099152,15438,8574561,Azure Ray,AR,https://steamusercontent-a.akamaihd.net/ugc/2045244727500868803/26FF6DD1070476EAF1C69DD30B259FBB197F0256/,15,PSG.LGD,PSG.LGD,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/15.png,2023
2694,5857125042,12718,8310936,Wayfarers,Way,https://steamusercontent-a.akamaihd.net/ugc/1844811606349277848/9115EF5523F852C1EDA27BF1194658188AA197FA/,7542148, EXTREMUM,EXTREMUM,https://steamusercontent-a.akamaihd.net/ugc/1801978376718436575/990E8FF0A5725D641B2CF21C8DB9A38BA73B000A/,2021
13114,7182042141,15026,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2017088992310291098/09843295840179839F2FAF5870B9CBAC09E19911/,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,2023
2888,7558226460,16140,9018664,Team Bright,,https://steamusercontent-a.akamaihd.net/ugc/2008081064641074125/98465178D23A5C307E6AA8CE298B17CEBB16B979/,8574561,Azure Ray,AR,https://steamusercontent-a.akamaihd.net/ugc/2298587339939886506/26FF6DD1070476EAF1C69DD30B259FBB197F0256/,2024
14477,7203092819,15352,8687717,Ancient Tribe,ATT,https://steamusercontent-a.akamaihd.net/ugc/1991184321454001998/07A293B6565085107C7A440115D66892AA2006FC/,8318683,IVY,IVY,https://steamusercontent-a.akamaihd.net/ugc/1831282128719142345/16D8DF72EE1A32D55674948D8C8F949168AA5A5C/,2023
6580,5371261207,11249,7358551,Sunrise,,https://steamusercontent-a.akamaihd.net/ugc/775103976193271931/250ADBD10EC520F89708F9B0F14365BA9ADB4696/,7852001,Future.club,Future,https://steamusercontent-a.akamaihd.net/ugc/1003682127343971469/DA439DA4A4F28222741AF9F5F7D95572B0D53A6A/,2020
11164,5469696507,11382,7314697,FIVE BROTHERS,,https://steamusercontent-a.akamaihd.net/ugc/784109274570738255/D29EA97D68AB0117CE3C3CB8A160D02E458E6D68/,7610605,Hot Pot Brother,,https://steamusercontent-a.akamaihd.net/ugc/772863466038607762/5BFA6567C06ADC9EEEACEE9047145C2A9F3AB5AF/,2020
5173,5969786469,13059,8254195,Demon Slayer,Demon,https://steamusercontent-a.akamaihd.net/ugc/1723164054973429529/947672BFF04626FF0A7A213A600BE581D916C166/,8309640,Dream Maker,DM,https://steamusercontent-a.akamaihd.net/ugc/1763692089618143497/8A50B3C5516EAB180E2F8A3FC557EC4C3406986A/,2021
6231,7625984920,16233,7913999,Midas Club,Midas,https://steamusercontent-a.akamaihd.net/ugc/1023949891346003477/5818E876A49B28A109554B22D000935324B6FBFA/,9062430,Team Silk,[S],https://steamusercontent-a.akamaihd.net/ugc/2307596441979615498/4D75B4959F7F5E64AD9BCD8C284DF76DDC23EC25/,2024
3885,7016597595,14915,8829924,Rabbits of Revenge,RoR,https://steamusercontent-a.akamaihd.net/ugc/1797522561529266178/C451F5F544B99C6AEBC05E004237F7A98253AA79/,8765917,Shinigami Gaming,Shin,https://steamusercontent-a.akamaihd.net/ugc/1972044503159625141/9FC4E10AC898DD9E3E77A40211558273D498CFC8/,2023
54,5773364672,12717,8111414,Sports.ru,Sports,https://steamusercontent-a.akamaihd.net/ugc/1586911035694669268/8799B05E69CDDE30E693C78668776D4094F43D3F/,8262038,ghouls,ghouls,https://steamusercontent-a.akamaihd.net/ugc/1670239381911413121/A525FDED74DF29551FCCAA3242DCCA5BB5017F1C/,2021
29527,7508104969,16011,9247646,Team trust,Trust,https://steamusercontent-a.akamaihd.net/ugc/2215268843448084476/69A6100E542108AE14E50A547A0E0A79C279A6A7/,7653080,Yangon Galacticos,YG,https://steamusercontent-a.akamaihd.net/ugc/1772699046724205365/4B26D0595EF6D331640462985C7C6E01E1BA63AD/,2023
13613,5532619499,12170,7731123,team black,black,https://steamusercontent-a.akamaihd.net/ugc/1473191403684400058/57341E431D63121019CDE5487079C89A3652B47F/,7937261,Monkey2,,https://steamusercontent-a.akamaihd.net/ugc/1679241899327735038/A629AA9E790DA12A10356D936D1C20D4AE146579/,2020
8281,7093412474,15227,8970053,Fuzanglong,Fuz,https://steamusercontent-a.akamaihd.net/ugc/1993436844756195298/F7E9A5CC8004B48ECE89BB4675BAB192D386D68A/,8970102,Amanita ,Amanita ,https://steamusercontent-a.akamaihd.net/ugc/2054237887215626526/9E66388BF5F0063A20A119ED0F127C678B16BCC1/,2023
9686,6608905402,14284,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2022
15762,6713914312,14373,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2017088992310291098/09843295840179839F2FAF5870B9CBAC09E19911/,8629005,Flawless Goblins,Fg,https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/,2022
2162,5836902768,12705,6738815,Cignal Ultra,Cignal,https://steamusercontent-a.akamaihd.net/ugc/1649964989855275176/65E8E2799787201DB9BB4DE498EFC7888E31F2C8/,8222896,Ωmega Esports,Ωmega,https://steamusercontent-a.akamaihd.net/ugc/1654473660511952911/45F457A3B3BFF883FF533FC1B1BD8D369ACC5D45/,2021
8842,7102192368,14659,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,2023
14070,5544256480,12184,111474,Alliance,Alliance,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/111474.png,7554697,Nigma Galaxy,NGX,https://steamusercontent-a.akamaihd.net/ugc/1827894588975105240/421C0D8318D71D5DD31FD08A7933AB622AE26590/,2020
7079,7640551281,15889,6571014,BadLama,BadLama,https://steamusercontent-a.akamaihd.net/ugc/952973332488193504/AEF3915A2C631F33EF66261943B45A54CF327103/,9285975,Empyrean Esports,EE,https://steamusercontent-a.akamaihd.net/ugc/2268193115299272759/B8312FC9B6E6DBF0B5DDFC72D909AC685C71A8FC/,2024
2918,5865313674,12881,8254145,Execration,XctN,https://steamusercontent-a.akamaihd.net/ugc/2024966396057134788/4EE29568BB91ECB5E77FC61824B6264789485060/,8261554,Army Geniuses Mansion ,AGM,https://steamusercontent-a.akamaihd.net/ugc/2036229291620856332/487BA4B704ADCA08C99B4F67E0DF5EF3D2F4DFD1/,2021
4078,7019676839,14915,8970616,UA Rejects,Rejects,https://steamusercontent-a.akamaihd.net/ugc/2019335623986113619/93F81E04DBDB997BD06D7297A49FEE9975348308/,8660854,Shinigami,Shin,https://steamusercontent-a.akamaihd.net/ugc/1817766658931187742/65D241B74AB4FA25F27F41D6494B591525F6B953/,2023
14523,6688827166,14438,8300813,Reaper.Hashtag,RH,https://steamusercontent-a.akamaihd.net/ugc/1817759587116500858/1B4DD1A18BBBD48BA6043FCBBE0648E3BB72D747/,8756469,Team Balut,TB,https://steamusercontent-a.akamaihd.net/ugc/1870697260272540333/97AB65886C820B03B7915C8E7E3341930C70EB80/,2022
21041,5726562849,12531,8048279,Egoboys,EGO,https://steamusercontent-a.akamaihd.net/ugc/1282912715388467447/4049258DD58AFA5FB7608E7DC8AC6B08BA920F15/,6382242,Thunder Predator,ThunderP,https://steamusercontent-a.akamaihd.net/ugc/771721592096213701/FB6F45207F9BF03F6D94C1C515DACD45A9C33411/,2020
19867,5698957494,12548,5014799,Nemiga Gaming,Nemiga,https://steamusercontent-a.akamaihd.net/ugc/1761446291384253796/DDD9E9CE3AC50467578944F685C4BD84ED0285B7/,7118032,Winstrike Team,Winstrike,https://steamusercontent-a.akamaihd.net/ugc/789748832053588401/447AE24D04DB1E105B26197B8716D702A740F310/,2020
10506,6174108438,13478,8261554,Army Geniuses Mansion ,AGM,https://steamusercontent-a.akamaihd.net/ugc/2036229291620856332/487BA4B704ADCA08C99B4F67E0DF5EF3D2F4DFD1/,8244493,Team SMG,SMG,https://steamusercontent-a.akamaihd.net/ugc/1856049226625971775/C8540DF2478E5EE8890CD4128DE07176F9FE5FA2/,2021
18388,7264434544,14915,9005165,Star Foxes,SF,https://steamusercontent-a.akamaihd.net/ugc/2027220095511607538/A6FA8DDA68296D4ED65754301F2C0AEC812321F7/,9087006,Blue lock,lck,https://steamusercontent-a.akamaihd.net/ugc/2050871934178421468/0FB543017BDA604F2266A4F6768F2EBF38DB4603/,2023
5857,7049940186,14894,8893840,Big Bang Gaming,BB,https://steamusercontent-a.akamaihd.net/ugc/2002446038663534808/B2F33387BA6420EF613A6A80085DA457BF81CA75/,8893825,Lucky Bulldogs,LB,https://steamusercontent-a.akamaihd.net/ugc/1889850616449450203/5A5F024213E96EFED441218F3DBE395B9C10308C/,2023
18177,7261209639,15026,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/1898855551945525392/1DB70894416C865659F1417EC6330B6DE78470F9/,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,2023
15213,5571703200,11249,7868515,Team Venture,,https://steamusercontent-a.akamaihd.net/ugc/1021696642367698486/B01601B8E9E47E0C01188A92F89768AE25D039F0/,7358551,Sunrise,,https://steamusercontent-a.akamaihd.net/ugc/775103976193271931/250ADBD10EC520F89708F9B0F14365BA9ADB4696/,2020
1954,5827433967,12720,8261818,Hellbear Smashers,SMASH,https://steamusercontent-a.akamaihd.net/ugc/1745679796967643438/92B0E956ED01D24C679FECED3D23D01EAB1C3048/,8112124,Brame,BR,https://steamusercontent-a.akamaihd.net/ugc/1535122449444925400/4FF8F5867A8D86DF5700A8BDAD237A457B52E97B/,2021
9449,7679318479,16483,2586976,OG,OG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2586976.png,9303484,Heroic,Heroic,https://steamusercontent-a.akamaihd.net/ugc/2471984170520125054/B066431AF4D322D300DD5180CEC8F6BA0E85A7F5/,2024
18263,5661458750,11249,7217630,WOLF,,https://steamusercontent-a.akamaihd.net/ugc/784113713635274453/EE8E842C91583E41D98AD91CBCA186D93EC63C40/,7868515,Team Venture,,https://steamusercontent-a.akamaihd.net/ugc/1021696642367698486/B01601B8E9E47E0C01188A92F89768AE25D039F0/,2020
15965,5591628262,11263,7405690,TEAM Ethereal,,https://steamusercontent-a.akamaihd.net/ugc/768350266083794010/7E85EF8FC51C6F11731AC5CEB988EF3E98CE25DB/,7850085,Team Cobra,,https://steamusercontent-a.akamaihd.net/ugc/1010437351815873768/D4A08520175D08E969762EBBFCB62B362C4C156F/,2020
13095,6265299791,13379,8261234,CREEPWAVE,CREEP,https://steamusercontent-a.akamaihd.net/ugc/1681517831574098379/EDF37F1B1A2A8684DC959A8D0880B70FA6F8C5D2/,8496581,KHAN,KHAN,https://steamusercontent-a.akamaihd.net/ugc/1707413453534756145/C392135CD816B2DEE665F21649BE5027D48E1FFB/,2021
4510,5316493977,11668,6143582,Vampire Gaming,Vampire,https://steamusercontent-a.akamaihd.net/ugc/799863629054331470/0FA9E415C120E60AB2270A76D5C3A8F49CCDE486/,7355343,Immortal Gaming,,https://steamusercontent-a.akamaihd.net/ugc/782984638949525955/82A30CCEFCB057D7A467D280DA49FE0289CE19BA/,2020
182,5186327890,11155,7423567,Team Honor,,https://steamusercontent-a.akamaihd.net/ugc/768354632311582445/4F612E03D2D267403749C5935485337E5370E49D/,7405066,Vampire Gaming,,https://steamusercontent-a.akamaihd.net/ugc/777357465302429517/0FA9E415C120E60AB2270A76D5C3A8F49CCDE486/,2020
14381,6685749437,14323,8750069,Gorilla,,https://steamusercontent-a.akamaihd.net/ugc/1869570008605866150/1470830050EE0578A875D814A678A5B2FEC01162/,8750643,Mist Walker,,https://steamusercontent-a.akamaihd.net/ugc/1861688906831838454/70CD81B87787CF7314DBAE3EF095AE41645DECE0/,2022
15067,6304884082,13747,8261197,Motivate.Trust Gaming,MTG,https://steamusercontent-a.akamaihd.net/ugc/1645469340561110781/B06D31242313DAE0D2DC34D64ED41BE7A80DFF0A/,2108395,TNC Predator,TNC,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2108395.png,2021
13740,5536699615,12230,8068655,you don't know us ,,https://steamusercontent-a.akamaihd.net/ugc/1457428968680054259/56E1E4A050EEB166A7B820C8B3C0488F7FA4F6A6/,7375887,TheMelDota2,TMD,https://steamusercontent-a.akamaihd.net/ugc/1465310230251409708/24134A1D82BD8C7D6289E1289315C0F1D2746DBB/,2020
15032,7211905828,15109,8961813,SHAOLIN,SHN,https://steamusercontent-a.akamaihd.net/ugc/5097543432692536332/C3EA7D411BF1527BD6E77CB50C7BCBFD971F73B9/,9018528,Crew X,CrX,https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/,2023
639,5778607034,12721,6738815,Cignal Ultra,Cignal,https://steamusercontent-a.akamaihd.net/ugc/1649964989855275176/65E8E2799787201DB9BB4DE498EFC7888E31F2C8/,7996429,Team Veteran,Veteran,https://steamusercontent-a.akamaihd.net/ugc/1008189694573252729/BC671C5E40512907751CD8CBE41F9E99DDE2C19C/,2021
7033,6549473027,14192,8572181,UD VESSUWAN,UDV,https://steamusercontent-a.akamaihd.net/ugc/5084032633793520363/C7E45087AE899E96E7217B956B136CFE2EEFC8B6/,8168128,UD VESSUWAN,UDV,https://steamusercontent-a.akamaihd.net/ugc/1867311233773898162/D794290E044E716F386EBD09C5BEF85398017FEE/,2022
12324,6649602274,14105,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2017088992310291098/09843295840179839F2FAF5870B9CBAC09E19911/,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,2022
1510,6407713899,13379,8588969,HYDRA,HYDRA,https://steamusercontent-a.akamaihd.net/ugc/1977673132002351940/A9227AFA6C2DD7F9A1A8E0F5C4278579DB10833F/,8616073,No Sorry,NS,https://steamusercontent-a.akamaihd.net/ugc/2026096911688401555/615A583AB8989FE726873DFC0F275A92DC4F50A5/,2022
4280,7023420295,14887,8740097,Mad Kings Esports,MK,https://steamusercontent-a.akamaihd.net/ugc/1841423145079450083/4209E25BD49DA5449EC30B6279E4F14B4FCA437E/,8702318,Qhali,Qhali,https://steamusercontent-a.akamaihd.net/ugc/1745728629072594666/C19B7A8A8F6454EBD023F3652BE5E51FF970D373/,2023
