no,match_id,leagueid,radiant.team_id,radiant.name,radiant.tag,radiant.logo_url,dire.team_id,dire.name,dire.tag,dire.logo_url,data_year
2107,5242305487,11439,7009107,ReRise,RR,https://steamusercontent-a.akamaihd.net/ugc/787499023182134415/1E03BF27B68C30D3F96C94FBF00B368EEB1576F8/,7612503,OveR-PoweR Contact,OPC,https://steamusercontent-a.akamaihd.net/ugc/792006571121456796/714BC02ACBB0AA5261A4E743C14BEB785A253E84/,2020
8940,7669470540,16312,9332046,Dominatrix,DMX,https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/,9332069,Mister Maniacs,MM,https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/,2024
5902,7619033614,16274,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,9366216,Voditeli_po_gubam,VPG,https://steamusercontent-a.akamaihd.net/ugc/2441584873051335936/B2F755A029695D293475B2EE71AF68EBA8A8C0E2/,2024
307,5775171539,12726,8262728,Blood Thirst,BDT,https://steamusercontent-a.akamaihd.net/ugc/1662358177274320643/0503C0D0DE7147C981716E29C1888F9829789CF0/,7385378,DARK WOLVES♦♣,DW,https://steamusercontent-a.akamaihd.net/ugc/788615407622122972/11163DF408391BE24923FEBE40E4DFC5FC14B8DD/,2021
9975,5441772413,12099,7999550,One Dream,Pzt,,7999547,2121,,https://steamusercontent-a.akamaihd.net/ugc/1045344861646343632/6B93359C54C9791CA74DBD72637F9878C751EDFD/,2020
13132,7182232590,15374,7732977,BOOM Esports,BOOM,https://steamusercontent-a.akamaihd.net/ugc/768365068750604173/EF3216F4B02A0DA2327AC3190A369349C7BF3A24/,8244493,Team SMG,SMG,https://steamusercontent-a.akamaihd.net/ugc/1856049226625971775/C8540DF2478E5EE8890CD4128DE07176F9FE5FA2/,2023
8894,7102828792,14915,8935989,Yonko,YnK,https://steamusercontent-a.akamaihd.net/ugc/5093039833053315608/8F374252F8A398084001A7C36565A3A1F92A303A/,8607589,EYE-gaming,EYE,https://steamusercontent-a.akamaihd.net/ugc/1880842325021944166/AD594D1C59AB23CF8AFD155209D477A382698B1A/,2023
11422,6201980745,13379,8261234,CREEPWAVE,CREEP,https://steamusercontent-a.akamaihd.net/ugc/1681517831574098379/EDF37F1B1A2A8684DC959A8D0880B70FA6F8C5D2/,8261774,V-Gaming,V,https://steamusercontent-a.akamaihd.net/ugc/1699530468133422483/88FB30CF0880687F9BB0429E3C7B59CF673DC700/,2021
21270,7322293802,15674,9109307,Ryoki Tenkai ,RT,https://steamusercontent-a.akamaihd.net/ugc/2058754800403828449/E0BB11415EAD10BC4C6F4832DCD2B78B48E65343/,9109275,PullUp,PullUp,https://steamusercontent-a.akamaihd.net/ugc/2024977803198375738/87AADF71E08A8BA61763A0DEAFF49DDA76D517A5/,2023
13876,5540314298,12184,7554697,Nigma Galaxy,NGX,https://steamusercontent-a.akamaihd.net/ugc/1827894588975105240/421C0D8318D71D5DD31FD08A7933AB622AE26590/,2586976,OG,OG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2586976.png,2020
1234,6975232702,14886,8375259,Acatsuki,acAt,https://steamusercontent-a.akamaihd.net/ugc/2013724600525398840/1B4F583D1249CFFB9B9A0DCA6F13FBC5A77CC213/,7391077,Thunder Awaken,THUNDER,https://steamusercontent-a.akamaihd.net/ugc/1934884345503908192/2029F54E8FA42B272E147954D38B199402B3589E/,2023
16470,6729940291,14469,8736661,Xerxia,Xerxia,https://steamusercontent-a.akamaihd.net/ugc/1899975198387120959/F3281DD8CF9289232B5D5E73E14662AC465E4F8A/,8525778,Polaris Esports,Polaris,https://steamusercontent-a.akamaihd.net/ugc/1831290045925630948/400C4E5FD779D964D9BEC5E44D414073ADC03790/,2022
7037,6549543713,14192,8168128,UD VESSUWAN,UDV,https://steamusercontent-a.akamaihd.net/ugc/1867311233773898162/D794290E044E716F386EBD09C5BEF85398017FEE/,8572181,UD VESSUWAN,UDV,https://steamusercontent-a.akamaihd.net/ugc/5084032633793520363/C7E45087AE899E96E7217B956B136CFE2EEFC8B6/,2022
16031,7826833539,16312,9330489,ThunderLab,TL,https://steamusercontent-a.akamaihd.net/ugc/2377407244595660701/846E8D7A392F7933FE768774A2A8C7C2787BE388/,8893840,Big Bang Gaming,BB,https://steamusercontent-a.akamaihd.net/ugc/2019352804996053730/B2F33387BA6420EF613A6A80085DA457BF81CA75/,2024
27214,8044027509,17366,9586420,KIBA ARMS,KIBA,https://steamusercontent-a.akamaihd.net/ugc/2452865428987917753/782E74D6A8E46FC8D2B0F96490344A50BEF647B9/,9492830,Prodigy of God,POG,https://steamusercontent-a.akamaihd.net/ugc/2380804214100888910/5DA451CF76631085979DCD2E3E1BCE4EA7787A35/,2024
17973,7870557513,15901,9492830,Prodigy of god,POG,https://steamusercontent-a.akamaihd.net/ugc/2500144980933609854/ABAFF8B8AF274B92478B3692DD1C753CCF51CBD4/,9270745,Elite Eclipse,EE,https://steamusercontent-a.akamaihd.net/ugc/2307594539199380450/B6552232247E395A06E70B98FFE372954ED7A3C1/,2024
12069,7743128107,16669,2163,Team Liquid,Liquid,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2163.png,5,G2 x iG,IG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/5.png,2024
22949,7964765287,16933,9537937,SKYLINE,SKY,https://steamusercontent-a.akamaihd.net/ugc/2481009755937760528/1E5262761A3044EE82EBCC8C9AF6C90E6643A067/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
14138,7790257761,16743,9338413,MOUZ,MOUZ,https://steamusercontent-a.akamaihd.net/ugc/2453977469313883353/584A9278F4834E081204E826BBF8A00FFAAD3F99/,9303383,L1GA TEAM,L1,https://steamusercontent-a.akamaihd.net/ugc/2303094838073172312/3AA5DCFA7A58E0635C737F08E1A7B613B1DCCB37/,2024
19856,7907448431,16059,9425660,Shadow Avengers,SAS,https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/,2443375,Foxy gaming,Foxy,https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/,2024
28540,8075262198,17509,7119388,Team Spirit,TSpirit,https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/,9498970,AVULUS,AVULUS,https://steamusercontent-a.akamaihd.net/ugc/2484388089175887648/AD2555E0F8E1783B66E6A3F88D0D3481E11BDE2A/,2024
27576,8052012477,17425,9255039,1w Team,1w,https://steamusercontent-a.akamaihd.net/ugc/2385306361427679719/DCD7C12478E276346140846AB8EB0B5759351744/,9498970,AVULUS,AVULUS,https://steamusercontent-a.akamaihd.net/ugc/2484388089175887648/AD2555E0F8E1783B66E6A3F88D0D3481E11BDE2A/,2024
25528,8014829806,17272,7119388,Team Spirit,TSpirit,https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/,2163,Team Liquid,Liquid,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2163.png,2024
25471,8013585320,17233,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/,2024
24542,7995384112,17126,7119388,Team Spirit,TSpirit,https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/,9247354,Team Falcons,FLCN,https://steamusercontent-a.akamaihd.net/ugc/2314350571781870059/2B5C9FE9BA0A2DC303A13261444532AA08352843/,2024
11422,7728979082,15901,9381131,Uzumaki,uzu,https://steamusercontent-a.akamaihd.net/ugc/2466356199630889718/46DF71E78D3B769867F51200FB60F6C692EFFF28/,9395679,Shinigami Gaming,Shinigami,https://steamusercontent-a.akamaihd.net/ugc/2499008933815848006/6204E1A0315057E9F227EDBCD42DB8F193B593AF/,2024
29670,8096289704,17233,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,2443375,Foxy gaming,Foxy,https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/,2024
15651,7818968527,16427,8605863,Entity,Entity,https://steamusercontent-a.akamaihd.net/ugc/2079029969559624942/E3DF187AB0BAC034E1027B99C843FF6BE279BE8A/,8254400,beastcoast,bc,https://steamusercontent-a.akamaihd.net/ugc/2008072595679478968/A080A63C70A5DEA039FBC1AE798EE2570E194606/,2024
10409,7702652392,16518,2586976,OG,OG,https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2586976.png,7119388,Team Spirit,TSpirit,https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/,2024
28591,8075834445,17233,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/,2024
18193,7873841233,16059,8629005,Flawless Goblins,Fg,https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,2024
12846,7763489576,15899,8697185,Fantasy Gaming,FSY,https://steamusercontent-a.akamaihd.net/ugc/1814393308114867522/59563CB473C950901D12EAAF91F1375395442B75/,7913999,Midas Club,Midas,https://steamusercontent-a.akamaihd.net/ugc/1023949891346003477/5818E876A49B28A109554B22D000935324B6FBFA/,2024
21314,7936329587,16312,9330493,RuleBreakers,RB,https://steamusercontent-a.akamaihd.net/ugc/2499004593285468560/01903AB32A1A1ABA9E501DEFB8744F3328F39D52/,9332046,Dominatrix,DMX,https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/,2024
22609,7960559891,17135,9449748,DMS,DMS,https://steamusercontent-a.akamaihd.net/ugc/2455104631629284478/B74AA7BD9C3BFAF7FABE05E2833719A5D9A3A386/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
14365,7794593750,15899,8375259,Infinity,Infinity,https://steamusercontent-a.akamaihd.net/ugc/2270441745021468359/0B29AFE6D9B224CB4EDB33A07AAC0D3FD19A00A6/,9381358,Estar Backs!,EBs,https://steamusercontent-a.akamaihd.net/ugc/2457349368893624182/0940BE82E218C71369C672C95943445AA450EF45/,2024
12688,7759711207,15901,9209880,Prodigy Of God,POG,https://steamusercontent-a.akamaihd.net/ugc/2502382832092927234/D8CB3937C90008630491BBAFE364224C191A4573/,9397016,Elite Eclips,ElEc,https://steamusercontent-a.akamaihd.net/ugc/5841806006844383726/B978A72E73E3091CDF6289034DA5A11024859C4D/,2024
25325,8010855754,17233,9425656,LSG,LSG,https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/,8629014,Dragon Blood,DB,https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/,2024
13750,7780258058,16059,8629324,Swift Knights,Sk,https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/,2443375,Foxy gaming,Foxy,https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/,2024
17375,7855357907,15901,9466524,Elite Eclipse,EE,https://steamusercontent-a.akamaihd.net/ugc/2466364897897467068/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/,9476660,Prodigy of God,,https://steamusercontent-a.akamaihd.net/ugc/2510276327850889260/ABAFF8B8AF274B92478B3692DD1C753CCF51CBD4/,2024
15710,7819865422,16706,8367062,Pacific ,Pacific ,https://steamusercontent-a.akamaihd.net/ugc/2421319307290243710/2D572643B2BDCCFDA346E9AB51833351BF8CE35E/,8737621,Lava Esports ,Lava,https://steamusercontent-a.akamaihd.net/ugc/2020458443820677798/6DBE7E16C897F641DC4BA91F1F04D784905F72B5/,2024
14716,7802293771,16312,9332069,Mister Maniacs,MM,https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/,9330493,RuleBreakers,RB,https://steamusercontent-a.akamaihd.net/ugc/2499004593285468560/01903AB32A1A1ABA9E501DEFB8744F3328F39D52/,2024
19811,7906833844,16059,9426115,Dark Rebellion,DR,https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/,8629005,Flawless Goblins,Fg,https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/,2024
13661,7778435060,16312,9018543,Hustlers,HS,https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/,9332069,Mister Maniacs,MM,https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/,2024
11627,7734054439,16274,9401739,team feed,,https://steamusercontent-a.akamaihd.net/ugc/2499012826591626289/B156B13F70FEDA074EF5F490B322D5974510A0FA/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
17186,7850237434,16059,9426115,Dark Rebellion,DR,https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/,2024
25990,8025500656,16251,6165106,P2P BOGI,,https://steamusercontent-a.akamaihd.net/ugc/2449488365153967410/7E306584EF84A6046365953B50C830FF131D14C6/,7777322,Oshi hi teo Gaming,OG,https://steamusercontent-a.akamaihd.net/ugc/2414585468072995364/7348FC3634F8961C2908E8C465750B3AC0D78BDB/,2024
21094,7931510061,16059,8629315,Wiser Warriors,WW,https://steamusercontent-a.akamaihd.net/ugc/1986681444713706353/0575A4710A74492DD73284E0218084E9EBD39C20/,8629318,Mad Monkeys,Mm,https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/,2024
15919,7824907483,16878,9466547,KingMakers,KM,https://steamusercontent-a.akamaihd.net/ugc/2553059914893668199/F8C89DD188B071DF7CE3282D7E3615F1BB5F0B8B/,9466548,Dynasty Dragons,DD,https://steamusercontent-a.akamaihd.net/ugc/2553059914889643528/FAB8F056D7595AACFC9FC0FC730B976A57AC94E5/,2024
22225,7957085862,17122,9381678,Apex Genesis,Apex,https://steamusercontent-a.akamaihd.net/ugc/2441586999439290451/0F48C94C7A1F1E5FCB4A339E23F52CBEE97D8024/,9545759,Waska,Waska,https://steamusercontent-a.akamaihd.net/ugc/2492268755024477919/F2376446D05157B080B5D506473EE2F1D43097BF/,2024
13227,7769566080,16740,9303665,NextUp,NXTU,https://steamusercontent-a.akamaihd.net/ugc/2461853153297201611/C52B99377AAF023282EB555ADE0E097EF3D690E9/,5014799,Nemiga Gaming,Nemiga,https://steamusercontent-a.akamaihd.net/ugc/1761446291384253796/DDD9E9CE3AC50467578944F685C4BD84ED0285B7/,2024
14668,7801278831,16059,8629005,Flawless Goblins,Fg,https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/,9426115,Dark Rebellion,DR,https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/,2024
22741,7961850831,16710,9373270,Night Pulse,NP,https://steamusercontent-a.akamaihd.net/ugc/2479883856029444185/44A2207BF5B75CADD5B02860CC3D78333E4E1E76/,9498970,AVULUS,AVULUS,https://steamusercontent-a.akamaihd.net/ugc/2484388089175887648/AD2555E0F8E1783B66E6A3F88D0D3481E11BDE2A/,2024
24203,7988838393,16313,9332059,Ninja Bros,N,https://steamusercontent-a.akamaihd.net/ugc/2490006266229881150/FC90CF44B6F55976119A8FD30C519F435E6D2270/,8893825,Lucky Bulldogs,LB,https://steamusercontent-a.akamaihd.net/ugc/2001335808621483127/5A5F024213E96EFED441218F3DBE395B9C10308C/,2024
16622,7838674364,16635,8936613,Wild Dragon,WD,https://steamusercontent-a.akamaihd.net/ugc/1990057787343993118/C66F122401961BB0D2BFAE0FA3E17D4D8B741B8B/,8957156,Silent killer,sK,https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/,2024
11544,7731904970,16534,9137863,GGNTU GROZTEK,GG,https://steamusercontent-a.akamaihd.net/ugc/2288455678223692112/5A2C1E0F4285A6F04B0ACE8DEB6D5B2DD8640020/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
18970,7890381098,16251,9434186,Trigons Team,TT,https://steamusercontent-a.akamaihd.net/ugc/2441591931353005684/E43B5D4D0C8077BE9C419F5AE15F0891EC102617/,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,2024
24589,7996528788,15901,9482420,EYE Gaming,EYE,https://steamusercontent-a.akamaihd.net/ugc/2510277446148294540/20CB1AA41471ABE1B5C460D8CBDE915E595F8B23/,9223797,Prodigy of God,,https://steamusercontent-a.akamaihd.net/ugc/2388683427194639175/D8CB3937C90008630491BBAFE364224C191A4573/,2024
17831,7867917840,16945,9466547,Chain Lighting,CL,https://steamusercontent-a.akamaihd.net/ugc/2518159379416784501/365CCC76C9665F6FC90D534840565E5803FCBCAE/,9466551,PixelPanda,PP,https://steamusercontent-a.akamaihd.net/ugc/2505772116874082257/89B4B4D168EF191971FDE75960356F407FC6EF98/,2024
19758,7905748191,16312,9332046,Dominatrix,DMX,https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/,9332059,Ninja Bros,N,https://steamusercontent-a.akamaihd.net/ugc/2490006266229881150/FC90CF44B6F55976119A8FD30C519F435E6D2270/,2024
12302,7748100717,15901,8831040,Ghost Sheep,GS,https://steamusercontent-a.akamaihd.net/ugc/1812159972016009901/2463CD2FDC05838CACEB66AAE27F597798C40B34/,9360721,KIBA ARMS,KIBA,https://steamusercontent-a.akamaihd.net/ugc/2425822274344383759/70DB7394C4E7BF7693655F2DFE8493B41267A796/,2024
10950,7717352079,16059,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/,8629005,Flawless Goblins,Fg,https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/,2024
25748,8020506897,17233,2443375,Foxy gaming,Foxy,https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/,8629317,Bright Crusaders,Bc,https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/,2024
21004,7929780888,16635,8849837,FALL VICTIMS,FV,https://steamusercontent-a.akamaihd.net/ugc/1839182035511443777/DF26E33597EAEB9EBB3F085DA1CA7667E5E11BCB/,8849850,HELLBEAR HEROES,HH,https://steamusercontent-a.akamaihd.net/ugc/2504646219095011633/000ACC2A4ADD9D3EBA21A1A4556FCC192415B318/,2024
26823,8038577684,17299,9187903,Rogue Squad,RS,https://steamusercontent-a.akamaihd.net/ugc/2058763770156236845/DAD133992032D3EA1224C5907B882E283BF42014/,9025359,The Covenant,TC,https://steamusercontent-a.akamaihd.net/ugc/2187121345783071266/E1E6B530D0C644B81A08CE51ED03A9BB5698D1C0/,2024
27715,8054627655,16313,9018528,Crew X,CrX,https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/,9332069,Mister Maniacs,MM,https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/,2024
18040,7871581785,16905,9255039,1win,1win,https://steamusercontent-a.akamaihd.net/ugc/2518156842406130915/763C70A18C2DC8287E123AFF0F927295FCA3900E/,7732977,BOOM Esports,BOOM,https://steamusercontent-a.akamaihd.net/ugc/2515893091079031980/52C6F6228C73CDB6855C04B64FF21D061D2C15A9/,2024
28443,8073253981,17367,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,9381678,Apex Genesis,Apex,https://steamusercontent-a.akamaihd.net/ugc/2441586999439290451/0F48C94C7A1F1E5FCB4A339E23F52CBEE97D8024/,2024
20006,7909789777,17030,9504796,Team India,IND,https://steamusercontent-a.akamaihd.net/ugc/2495642650333484771/1FAE41B5BAFFA26DA5EC7B0D01EB2E10DAF49B12/,9504800,Team Sri Lanka,SL,https://steamusercontent-a.akamaihd.net/ugc/2495642650333487914/64B2A52AE327E8ED4380F328D7352B228194725C/,2024
19869,7907753940,16635,8936613,Wild Dragon,WD,https://steamusercontent-a.akamaihd.net/ugc/1990057787343993118/C66F122401961BB0D2BFAE0FA3E17D4D8B741B8B/,8849833,VERTEX PACK,vP,https://steamusercontent-a.akamaihd.net/ugc/2047503411652997007/08F27DE9B0F0C1AB4C669A5785486AAA77E8917C/,2024
21666,7943476077,15901,9467025,Dominion,Dominion,https://steamusercontent-a.akamaihd.net/ugc/2549682039794914775/257CB3B69D75A5BE2033B35AB3DC1EAABFE0B207/,9476714,Eye Gaming,Eye Gaming,https://steamusercontent-a.akamaihd.net/ugc/2506898018926100512/45E0734610736BEC6A48549F46CB64F13E8C734F/,2024
26483,8034614097,17163,8957156,Silent killer,sK,https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/,9025669,CrimsonSky,CS,https://steamusercontent-a.akamaihd.net/ugc/2075635690086590897/AE8997D69BAE95D9DEE56EAF662269E793887E3F/,2024
11322,7726874850,15901,9360721,KIBA ARMS,KIBA,https://steamusercontent-a.akamaihd.net/ugc/2425822274344383759/70DB7394C4E7BF7693655F2DFE8493B41267A796/,9381131,Uzumaki,uzu,https://steamusercontent-a.akamaihd.net/ugc/2466356199630889718/46DF71E78D3B769867F51200FB60F6C692EFFF28/,2024
26424,8034025861,17299,-1,<UNKNOWN>,<UNKNOWN>,<UNKNOWN>,8713814,Aurum,ARM,https://steamusercontent-a.akamaihd.net/ugc/2484388723422817520/17A43D08372ADCAB9E36F1D5719423F5ED876719/,2024
